Timestamp,remainder
2001-01-01,4.043068388969914
2001-01-02,1.6416402158902201
2001-01-03,2.14021204877281
2001-01-04,4.1387838816553995
2001-01-05,4.537355750298957
2001-01-06,4.235927571260618
2001-01-07,7.434499332617634
2001-01-08,5.233071237023978
2001-01-09,4.231643069906568
2001-01-10,4.3302148670263705
2001-01-11,3.2287867058694246
2001-01-12,2.027358520868802
2001-01-13,2.1259303775932494
2001-01-14,5.924502162792123
2001-01-15,5.12307404335661
2001-01-16,4.821645923922915
2001-01-17,3.32021769720086
2001-01-18,2.018789518160702
2001-01-19,1.517361231832183
2001-01-20,1.115933207767739
2001-01-21,1.0145048975973623
2001-01-22,0.6130768735292804
2001-01-23,-1.888351293586311
2001-01-24,-2.1897796514404035
2001-01-25,0.20879227680961776
2001-01-26,4.0073642110201035
2001-01-27,4.8059360856241256
2001-01-28,4.004507876783464
2001-01-29,3.8030797066858213
2001-01-30,3.801651539566592
2001-01-31,1.4002233217852336
2001-02-01,-1.2828327343886485
2001-02-02,-3.084261092242741
2001-02-03,-10.385688973256038
2001-02-04,-11.387117140375267
2001-02-05,-11.988545688964223
2001-02-06,-1.9899738560798141
2001-02-07,6.408598310586967
2001-02-08,6.8071700004184095
2001-02-09,6.205741928668431
2001-02-10,2.404313630418983
2001-02-11,1.3028854990643595
2001-02-12,5.80145733194513
2001-02-13,6.400029307878867
2001-02-14,4.6986009738684515
2001-02-15,6.997172878274796
2001-02-16,5.79574466347367
2001-02-17,4.494316544039975
2001-02-18,3.6928883351974946
2001-02-19,3.1914601606295037
2001-02-20,3.090031992021977
2001-02-21,3.588603839803909
2001-02-22,1.487175589239996
2001-02-23,-7.714252506351841
2001-02-24,-7.515680864205933
2001-02-25,-3.7171088405866612
2001-02-26,-1.6185371030733222
2001-02-27,-0.5199651271414041
2001-02-28,-2.8213932465732796
2001-03-01,-4.690956329450273
2001-03-02,-1.4923842104672076
2001-03-03,-0.593812379074734
2001-03-04,-2.5952406877531757
2001-03-05,-3.1966687595049734
2001-03-06,0.301903132982261
2001-03-07,0.7004750016276375
2001-03-08,-2.600953356226455
2001-03-09,-0.6023813817828341
2001-03-10,2.096190595641019
2001-03-11,3.894762380839893
2001-03-12,5.5933340229858
2001-03-13,5.09190585586839
2001-03-14,3.2904777364346955
2001-03-15,2.8890497123666137
2001-03-16,1.3876214260380948
2001-03-17,-0.11380671127517417
2001-03-18,-3.1152350274060154
2001-03-19,-3.6166631945252448
2001-03-20,-2.7180912662734045
2001-03-21,-3.6195195287600654
2001-03-22,-2.4209475289862894
2001-03-23,-2.822375672260023
2001-03-24,-3.823803839379252
2001-03-25,-3.725232101864094
2001-03-26,-4.026660221297789
2001-03-27,-2.6280885314681655
2001-03-28,-0.029516555534428335
2001-03-29,1.6690553250318771
2001-03-30,4.167627396331227
2001-03-31,3.3661990384789533
2001-04-01,-0.8169229244467715
2001-04-02,1.5816490038014308
2001-04-03,0.4802204552142939
2001-04-04,5.078792192729452
2001-04-05,4.277364788549676
2001-04-06,1.2759361445951072
2001-04-07,2.9745082635799918
2001-04-08,6.873079714991036
2001-04-09,2.471651929343352
2001-04-10,-1.5297767146112164
2001-04-11,-0.9312045002607192
2001-04-12,-1.8326327627437422
2001-04-13,-3.734061025230403
2001-04-14,-6.035489286226948
2001-04-15,-6.6369174548326555
2001-04-16,-4.038345478900737
2001-04-17,-2.039773884438546
2001-04-18,-1.8412017654518422
2001-04-19,0.15737006742892845
2001-04-20,-3.0440581473740167
2001-04-21,-2.3454865052244713
2001-04-22,1.8530853753400152
2001-04-23,7.751657780425376
2001-04-24,5.650229231838239
2001-04-25,3.548800683251102
2001-04-26,9.147372897603418
2001-04-27,2.1459447304841888
2001-04-28,3.544516181897052
2001-04-29,5.0430880147796415
2001-04-30,6.441660419865002
2001-05-01,7.190253658280199
2001-05-02,-2.611174699573894
2001-05-03,-1.21260324816285
2001-05-04,4.785969538395875
2001-05-05,6.784541371276646
2001-05-06,2.6831118690133735
2001-05-07,2.2816840833675087
2001-05-08,0.18025553477855283
2001-05-09,1.3788281306005956
2001-05-10,-1.2226004179865413
2001-05-11,-1.9240283943709073
2001-05-12,-1.725456752223181
2001-05-13,-2.1268845378726837
2001-05-14,-0.6283127049900941
2001-05-15,-0.6297408721075044
2001-05-16,2.8688309607732663
2001-05-17,3.167402030716403
2001-05-18,2.8659746265384456
2001-05-19,-1.6354535405807837
2001-05-20,-1.3368824706376472
2001-05-21,-4.038310447020194
2001-05-22,-4.439738709506855
2001-05-23,-1.9411663997871074
2001-05-24,-1.1425943761696544
2001-05-25,-4.444023210860905
2001-05-26,-2.4454509011393384
2001-05-27,2.1531203595368424
2001-05-28,0.4516923831524764
2001-05-29,-2.7497355932282517
2001-05-30,-2.5511639510823443
2001-05-31,-2.7525919274667103
2001-06-01,-6.609356406659572
2001-06-02,-4.910783810839348
2001-06-03,-3.6122127408980305
2001-06-04,-3.613640908013622
2001-06-05,-2.415068312193398
2001-06-06,-1.7164966700474906
2001-06-07,-1.5179250278979453
2001-06-08,-0.919352813547448
2001-06-09,-4.920780980664858
2001-06-10,-4.022209529251995
2001-06-11,-4.723637505636361
2001-06-12,-4.825066054223498
2001-06-13,-4.226493839871182
2001-06-14,-1.6279225791950012
2001-06-15,-2.7293501741078217
2001-06-16,-0.8307787226949586
2001-06-17,0.6677931101858121
2001-06-18,1.5663645615986752
2001-06-19,0.16493677595099143
2001-06-20,0.06350918103635195
2001-06-21,0.7620808231840783
2001-06-22,-0.9393471531984687
2001-06-23,0.8592248704189842
